ndeg_auto;dep;nom;region_administrative;adresse;code_insee;commune;situation_geographique;ecrans;fauteuils;tranche_d_entrees;proprietaire;programmateur;categorie_art_et_essai;label_art_et_essai;genre;multiplexe;population_de_la_commune_2015;unite_urbaine_2010;population_unite_urbaine_2015;semaines_d_activite_2020;seances_2020;entrees_2020;entrees_2019;evolution_entrees_2020_2019;art_et_essai;nombre_de_films_programmes_2020;nombre_de_films_inedits_2020;nombre_de_films_en_semaine_1_2020;pdm_en_entrees_des_films_francais_2020;pdm_en_entrees_des_films_americains_2020;pdm_en_entrees_des_films_europeens_2020;pdm_en_entrees_des_autres_films_2020;films_art_et_essai_2020;part_des_seances_de_films_art_et_essai_2020;pdm_en_entrees_des_films_art_et_essai_2020;geo
175513.0;92;CINEMA JEAN VIGO;ILE-DE-FRANCE;1 RUE PIERRE ET MARIE CURIE;92036;Gennevilliers;02-Grande Couronne;2;290;De 10 à 20 000 entrées;ASSOCIATION CENTRE DE LOISIRS;;C;RDJPPR;FIXE;NON;44551.0;Paris;10706072.0;26.0;960.0;18490.0;46949.0;-60.6168395493;OUI;151.0;101.0;8.0;65.1499745806;19.649211998;7.54956786985;7.6512455516;93.0;46.3126843658;52.211489578;48.928469,2.293206
177201.0;91;LE CENTRAL;ILE-DE-FRANCE;SQUARE DE LA MAIRIE;91272;Gif-sur-Yvette;03-Petite couronne;1;155;De 5 à 10 000 entrées;LES VRAIS INSTANTS DE L  IMAGE;UGC DIFFUSION;C;;FIXE;NON;21069.0;Paris;10706072.0;27.0;462.0;5991.0;19657.0;-69.5223075749;OUI;45.0;32.0;4.0;63.3082706767;12.8965270319;14.4504117436;9.3447905478;24.0;61.8629173989;72.3737916219;48.701701,2.13387
179852.0;95;CINE THEATRE JACQUES PREVERT;ILE-DE-FRANCE;PLACE AIME-CESAIRE;95277;Gonesse;03-Petite couronne;1;223;De 10 à 20 000 entrées;COMMUNE DE GONESSE;;C;RDJP;FIXE;NON;26142.0;Paris;10706072.0;28.0;671.0;11081.0;27257.0;-59.3462229886;OUI;149.0;99.0;0.0;79.2857142857;10.1785714286;4.19642857143;6.33928571429;89.0;39.2156862745;38.125;48.999982,2.428131
181553.0;95;THEATRE SARAH BERNHARDT;ILE-DE-FRANCE;82 BD PAUL VAILLANT COUTURIER;95280;Goussainville;03-Petite couronne;1;562;Moins de 2000 entrées;COMMUNE DE GOUSSAINVILLE;;NON;;FIXE;NON;31025.0;Paris;10706072.0;2.0;4.0;132.0;2843.0;-95.3570172353;NON;4.0;4.0;0.0;59.8341625207;31.3764510779;3.91376451078;4.87562189055;1.0;27.950310559;21.8573797678;49.03242,2.471796
193442.0;94;LA TOURNELLE;ILE-DE-FRANCE;14 RUE DISPAN;94038;L' Haÿ-les-Roses;02-Grande Couronne;1;274;De 10 à 20 000 entrées;VILLE DE L'HAY LES  ROSES;SARL GPCI;C;JP;FIXE;NON;30736.0;Paris;10706072.0;25.0;445.0;14420.0;42060.0;-65.7156443176;OUI;105.0;75.0;3.0;57.7087663529;17.7894608143;15.3930798386;9.10869299425;64.0;50.1960784314;54.4320821616;48.779749,2.339014
201524.0;95;LE CONTI;ILE-DE-FRANCE;PLACE DU PATIS;95313;L' Isle-Adam;03-Petite couronne;5;739;De 20 à 30 000 entrées;SPECTA;SARL GPCI;NON;;FIXE;NON;12249.0;Paris;10706072.0;30.0;2523.0;28222.0;114784.0;-75.41294954;NON;162.0;103.0;62.0;54.4406196213;26.5576592083;13.9759036145;5.02581755594;67.0;53.1806615776;59.4664371773;49.110771,2.211976
202214.0;92;CINE D ISSY;ILE-DE-FRANCE;MAIL RAYMOND MENAND;92040;Issy-les-Moulineaux;02-Grande Couronne;1;376;De 10 à 20 000 entrées;SOCIETE D EXPLOITATION DU PALAIS DES ARTS ET CONGRES D ISSY LES;;NON;;FIXE;NON;69093.0;Paris;10706072.0;25.0;234.0;11566.0;41058.0;-71.8300940133;NON;50.0;44.0;10.0;58.7149716907;33.4336701785;4.74808284957;3.1032752813;22.0;26.2587980509;18.2505554361;48.825247,2.271161
202370.0;91;0SALLE GEORGES BRASSENS;ILE-DE-FRANCE;SALLE GEORGES BRASSENS;91315;Itteville;03-Petite couronne;1;0;De 2 à 5 000 entrées;CINESSONNE;;NON;;ITINERANT;NON;6676.0;Ballancourt-sur-Essonne;35283.0;16.0;62.0;3209.0;7120.0;-54.9297752809;NON;36.0;7.0;0.0;73.9065233692;26.0934766308;0.0;0.0;23.0;20.9401709402;25.5436140965;48.515193,2.341767
202551.0;94;LE LUXY;ILE-DE-FRANCE;77 AV GEORGES GOSNAT;94041;Ivry-sur-Seine;02-Grande Couronne;2;507;De 30 à 40 000 entrées;VILLE D'IVRY SUR SEINE;;C;RDJPPR;FIXE;NON;59572.0;Paris;10706072.0;31.0;1331.0;32788.0;76001.0;-56.8584623887;OUI;196.0;82.0;32.0;71.8524458701;17.0008019246;0.0;11.1467522053;171.0;6.0;0.0;48.81362,2.389338
202562.0;94;PATHE;ILE-DE-FRANCE;5 RUE FRANCOIS MITTERRAND;94041;Ivry-sur-Seine;02-Grande Couronne;14;3830;De 200 à 300 000 entrées;PATHE IVRY;LES CINEMAS GAUMONT PATHE;NON;;FIXE;OUI;59572.0;Paris;10706072.0;31.0;12709.0;214890.0;768601.0;-72.0414103026;NON;204.0;116.0;102.0;50.905049222;33.9155287393;11.4322006986;3.74722134011;48.0;47.5903614458;40.2985074627;48.824074,2.387803
204534.0;94;SALLE PIERRE ET JACQUES PREVERT (EX -SALLE DES CONGRES);ILE-DE-FRANCE;RUE DE PARIS;94042;Joinville-le-Pont;02-Grande Couronne;1;300;De 5 à 10 000 entrées;VILLE DE JOINVILLE LE PONT;SARL GPCI;NON;;FIXE;NON;18859.0;Paris;10706072.0;20.0;102.0;5779.0;15154.0;-61.8648541639;NON;63.0;51.0;1.0;46.5180753086;47.324729027;4.93860033832;1.21859532611;22.0;17.5431861804;13.1789988096;48.816711,2.468136
205601.0;95;CENTRE CULTUREL;ILE-DE-FRANCE;96 AVENUE DES BRUZACQUES;95323;Jouy-le-Moutier;03-Petite couronne;1;346;De 2 à 5 000 entrées;VILLE DE JOUY LE MOUTIER;;NON;;FIXE;NON;15971.0;Paris;10706072.0;21.0;65.0;4188.0;11813.0;-64.5475323796;NON;36.0;21.0;0.0;46.9777395818;33.7596683686;12.0199518056;7.24264024401;19.0;42.6094890511;37.5023170382;49.011314,2.043572
206924.0;91;CINEMA AGNES VARDA;ILE-DE-FRANCE;37-39 GRANDE RUE;91326;Juvisy-sur-Orge;03-Petite couronne;1;123;De 5 à 10 000 entrées;LE CENTRE CULTUREL DES PORTES DE L' ESSONNE;;C;JP;FIXE;NON;16365.0;Paris;10706072.0;26.0;423.0;5499.0;13071.0;-57.9297681891;OUI;122.0;83.0;2.0;46.3436748073;47.1689779028;4.35318322891;2.13416406096;73.0;30.9367834916;17.7300677678;48.688996,2.376314
211844.0;77;CINEMA LE CINQ;ILE-DE-FRANCE;5 RUE DELAMBRE;77243;Lagny-sur-Marne;03-Petite couronne;3;492;De 40 à 50 000 entrées;CINEFUTUR AUDIOVISUEL;SARL GPCI;C;;FIXE;NON;21488.0;Paris;10706072.0;31.0;3529.0;45534.0;119441.0;-61.8774122789;OUI;180.0;119.0;57.0;45.1685006878;28.4559834938;22.0082530949;4.36726272352;88.0;48.5148514851;49.0027510316;48.879604,2.706124
224413.0;92;PATHE;ILE-DE-FRANCE;28 RUE D'ALSACE;92044;Levallois-Perret;02-Grande Couronne;8;1538;De 150 à 200 000 entrées;PATHE LEVALLOIS;LES CINEMAS GAUMONT PATHE;NON;;FIXE;OUI;64195.0;Paris;10706072.0;31.0;6951.0;150326.0;493093.0;-69.513661723;NON;162.0;102.0;85.0;48.6437394042;41.5475902155;6.43012836038;3.37854201986;52.0;20.6216082881;18.4790506176;48.891726,2.296363
226040.0;77;PATHE;ILE-DE-FRANCE;3 ALLEE DU PREAMBULE;77251;Lieusaint;03-Petite couronne;17;3790;De 450 à 700 000 entrées;PATHE SENART;LES CINEMAS GAUMONT PATHE;NON;;FIXE;OUI;13242.0;Paris;10706072.0;31.0;16282.0;522268.0;1751485.0;-70.1814174829;NON;219.0;134.0;130.0;65.988372093;19.1445182724;13.7873754153;1.07973421927;54.0;49.1620111732;53.1976744186;48.616119,2.547927
226883.0;93;THEATRE DU GARDE CHASSE;ILE-DE-FRANCE;2 AVENUE WALDECK ROUSSEAU;93045;Les Lilas;02-Grande Couronne;1;308;De 5 à 10 000 entrées;COMMUNE DES LILAS;SARL GPCI;C;;FIXE;NON;22964.0;Paris;10706072.0;29.0;404.0;7571.0;15400.0;-50.8376623377;OUI;126.0;103.0;0.0;50.5330490405;24.3070362473;17.1855010661;7.97441364606;92.0;77.9220779221;79.1471215352;48.881921,2.419546
228122.0;94;ATELIER BARBARA;ILE-DE-FRANCE;22-24 RUE ALSACE LORRAINE;94044;Limeil-Brévannes;02-Grande Couronne;1;165;Moins de 2000 entrées;KART OON SARL;;NON;;FIXE;NON;25639.0;Paris;10706072.0;19.0;42.0;1591.0;3140.0;-49.3312101911;NON;34.0;25.0;0.0;62.2041420118;27.1449704142;9.31952662722;1.33136094675;9.0;42.1052631579;49.8520710059;48.744182,2.503331
229833.0;93;CINE MUNICIPAL YVES MONTAND;ILE-DE-FRANCE;36 RUE EUGENE MASSE;93046;Livry-Gargan;02-Grande Couronne;1;264;De 10 à 20 000 entrées;VILLE DE LIVRY GARGAN;;C;JP;FIXE;NON;44415.0;Paris;10706072.0;30.0;604.0;16017.0;44554.0;-64.0503658482;OUI;116.0;87.0;2.0;62.120518688;27.7040427155;7.06331045004;3.11212814645;52.0;23.9726027397;25.2326468345;48.92579,2.545121
231939.0;91;THEATRE DE LONGJUMEAU;ILE-DE-FRANCE;20 AVENUE DU GENERAL DE GAULLE;91345;Longjumeau;03-Petite couronne;1;862;De 2 à 5 000 entrées;PRODUCENE;;NON;;FIXE;NON;21724.0;Paris;10706072.0;23.0;134.0;2636.0;1370.0;92.4087591241;NON;82.0;60.0;1.0;70.5252422234;21.9275879653;5.71137174911;1.83579806221;23.0;28.4132841328;26.0071392147;48.679684,2.313256
241923.0;94;THEATRE CLAUDE DEBUSSY;ILE-DE-FRANCE;116 AVENUE DU GENERAL DE GAULLE;94046;Maisons-Alfort;02-Grande Couronne;1;406;De 5 à 10 000 entrées;MUSIQUE ET DANSE;;NON;;FIXE;NON;54915.0;Paris;10706072.0;21.0;90.0;7434.0;19470.0;-61.8181818182;NON;43.0;38.0;0.0;51.2020119831;25.2459501442;11.1620682003;12.3899696723;24.0;81.6044260028;86.7001997189;48.801474,2.430493
242003.0;78;L'ATALANTE;ILE-DE-FRANCE;48 RUE DU PRIEURE;78358;Maisons-Laffitte;03-Petite couronne;1;163;De 10 à 20 000 entrées;CINELAB FRANCE;;C;JP;FIXE;NON;23371.0;Paris;10706072.0;30.0;637.0;17881.0;49999.0;-64.2372847457;OUI;108.0;79.0;17.0;40.043902076;39.2737554878;12.5939430017;8.08839943448;62.0;40.1829094027;43.2844705707;48.946355,2.147062
242422.0;92;MARCEL PAGNOL;ILE-DE-FRANCE;17 RUE BERANGER;92046;Malakoff;02-Grande Couronne;1;198;De 10 à 20 000 entrées;ASSOCIATION THEATRE 71;;C;JP;FIXE;NON;29897.0;Paris;10706072.0;26.0;318.0;14057.0;36895.0;-61.899986448;OUI;85.0;58.0;2.0;55.0028264556;29.3668739401;6.0203504805;9.6099491238;63.0;37.7162629758;47.5975127191;48.820911,2.302756
244700.0;78;MEGA CGR;ILE-DE-FRANCE;PLACE HENRI DUNANT;78361;Mantes-la-Jolie;03-Petite couronne;9;2053;De 100 à 150 000 entrées;RAYMANTES;SARL LES FILMS DE LA ROCHELLE;NON;;FIXE;OUI;44799.0;Paris;10706072.0;31.0;9115.0;127890.0;476320.0;-73.1504030904;NON;154.0;102.0;96.0;59.7030105777;24.2880390561;9.23515052889;6.77379983727;32.0;44.1651705566;42.7786818552;48.989664,1.715981
244715.0;78;LE CHAPLIN;ILE-DE-FRANCE;PLACE MENDES FRANCE;78361;Mantes-la-Jolie;03-Petite couronne;1;300;De 2 à 5 000 entrées;CENTRE CULTUREL LE CHAPLIN;;NON;;FIXE;NON;44799.0;Paris;10706072.0;9.0;34.0;3495.0;7039.0;-50.3480608041;NON;9.0;0.0;0.0;77.5182481752;13.9416058394;7.37226277372;1.16788321168;7.0;45.1612903226;43.795620438;49.000101,1.683456
246432.0;91;ATMOSPHERE;ILE-DE-FRANCE;PARC DES CELESTINS;91363;Marcoussis;03-Petite couronne;1;231;De 5 à 10 000 entrées;VILLE DE MARCOUSSIS;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;C;JP;FIXE;NON;8132.0;Paris;10706072.0;34.0;467.0;8373.0;21939.0;-61.8350881991;OUI;115.0;80.0;0.0;63.7795275591;9.00464365031;14.1126589945;13.1031697961;68.0;63.8095238095;65.6369876842;48.642026,2.222592
248192.0;78;FONTENELLE;ILE-DE-FRANCE;10 RUE CARNOT;78372;Marly-le-Roi;03-Petite couronne;2;336;De 20 à 30 000 entrées;CINELAB OUEST;;C;JPPR;FIXE;NON;16431.0;Paris;10706072.0;31.0;1313.0;24636.0;67338.0;-63.4144168226;OUI;184.0;125.0;41.0;63.2286524525;5.09750376361;18.8670657844;12.8067779995;109.0;79.7633136095;85.6702727305;48.871284,2.095564
252134.0;91;CINEMASSY;ILE-DE-FRANCE;PLACE DE FRANCE;91377;Massy;03-Petite couronne;3;417;De 10 à 20 000 entrées;CINEMASSY;;C;;FIXE;NON;48363.0;Paris;10706072.0;31.0;2115.0;14057.0;34465.0;-59.213695053;OUI;190.0;125.0;30.0;57.6030927835;32.9896907216;5.67010309278;3.73711340206;151.0;40.6451612903;43.2989690722;48.732679,2.288638
252712.0;78;LES 2 SCENES;ILE-DE-FRANCE;PLACE HENRI DUNANT;78380;Maule;03-Petite couronne;1;102;De 5 à 10 000 entrées;COMMUNAUTE DE COMMUNES DE GALLY-MAULDRE;SARL GPCI;E;RDJPPR;FIXE;NON;5800.0;Maule;10150.0;28.0;715.0;9987.0;32347.0;-69.1254212137;OUI;123.0;99.0;0.0;58.9879688606;31.3871196037;4.03397027601;5.59094125973;65.0;41.1609498681;38.3757961783;48.916554,1.821165
254781.0;77;UGC MAJESTIC;ILE-DE-FRANCE;11 PLACE HENRI IV;77284;Meaux;03-Petite couronne;7;1129;De 40 à 50 000 entrées;SOCIETE DU CINEMA MAJESTIC  MEAUX;UGC DIFFUSION;NON;;FIXE;NON;53720.0;Meaux;74463.0;11.0;2626.0;46225.0;255222.0;-81.8883168379;NON;108.0;38.0;28.0;56.4947172157;26.9111249223;13.7352392791;2.85891858297;65.0;39.8230088496;34.4313238036;48.95945,2.882959
255991.0;77;VARIETES;ILE-DE-FRANCE;20 BD CHAMBLAIN;77288;Melun;03-Petite couronne;3;566;De 10 à 20 000 entrées;VARIETES CINEMA;SARL GPCI;C;JPPR;FIXE;NON;39914.0;Paris;10706072.0;31.0;1664.0;14922.0;42186.0;-64.6280756649;OUI;159.0;119.0;53.0;69.6070234114;22.0317725753;4.84949832776;3.51170568562;74.0;40.099009901;43.3946488294;48.533449,2.6548
256983.0;91;CINEMA CONFLUENCES MENNECY;ILE-DE-FRANCE;ZAC MONTVRAIN II;91386;Mennecy;03-Petite couronne;3;324;De 20 à 30 000 entrées;CINEMA CONFLUENCES MENNECY;;NON;;FIXE;NON;13959.0;Paris;10706072.0;28.0;2010.0;25461.0;97531.0;-73.894454071;NON;98.0;78.0;52.0;47.7899115965;41.4976599064;9.56838273531;1.14404576183;30.0;36.7924528302;36.1934477379;48.564849,2.441479
258952.0;95;LA LUCIOLE;ILE-DE-FRANCE;1 ROUTE DE PONTOISE;95394;Méry-sur-Oise;03-Petite couronne;1;228;De 2 à 5 000 entrées;COMMUNE DE MERY SUR OISE;SARL GPCI;NON;;FIXE;NON;9531.0;Paris;10706072.0;23.0;182.0;2377.0;6764.0;-64.8580721467;NON;69.0;57.0;0.0;55.7142857143;31.9929453263;6.41975308642;5.87301587302;22.0;47.5452196382;54.0564373898;49.060326,2.170288
260903.0;92;CENTRE D ART ET DE CULTURE;ILE-DE-FRANCE;15 BOULEVARD DES NATIONS-UNIES;92048;Meudon;02-Grande Couronne;1;458;De 5 à 10 000 entrées;VILLE DE MEUDON;;C;;FIXE;NON;45317.0;Paris;10706072.0;23.0;211.0;9295.0;29300.0;-68.2764505119;OUI;100.0;61.0;0.0;53.4632034632;29.0043290043;14.8051948052;2.72727272727;65.0;55.5102040816;61.0822510823;48.81334,2.235774
260904.0;92;ESPACE CULTUREL ROBERT-DOISNEAU;ILE-DE-FRANCE;16 AV DE LATTRE DE TASSIGNY;92048;Meudon;02-Grande Couronne;1;268;De 2 à 5 000 entrées;VILLE DE MEUDON;;NON;;FIXE;NON;45317.0;Paris;10706072.0;24.0;186.0;4399.0;13729.0;-67.9583363683;NON;69.0;45.0;0.0;57.3247916023;29.5615930843;11.0219203458;2.09169496758;31.0;38.7964148528;33.8684779253;48.7873,2.23254
263912.0;77;CONCORDE;ILE-DE-FRANCE;4 AV DES BOSQUETS;77294;Mitry-Mory;03-Petite couronne;1;210;De 10 à 20 000 entrées;ASSOCIATION MITRYENNE DE LOISIRS;SARL GPCI;C;JPPR;FIXE;NON;19847.0;Paris;10706072.0;30.0;732.0;10171.0;27905.0;-63.5513348862;OUI;180.0;110.0;5.0;62.5879738239;29.4727744166;5.74144956167;2.1978021978;112.0;38.1742738589;37.5354982097;48.956929,2.603083
264672.0;77;LA ROTONDE;ILE-DE-FRANCE;PLACE DU 14 JUILLET;77296;Moissy-Cramayel;03-Petite couronne;1;349;De 5 à 10 000 entrées;SCENE NATIONALE DE SENART;;C;JP;FIXE;NON;17630.0;Paris;10706072.0;30.0;383.0;7648.0;17736.0;-56.8786648624;OUI;102.0;70.0;0.0;38.7236582581;52.3564829233;6.93968649434;1.9801723243;48.0;15.5465318638;10.5146371847;48.628281,2.589982
267481.0;77;CINEMA  11X20 14;ILE-DE-FRANCE;21 RUE DE LA CROIX-ROUGE;77298;Mons-en-Montois;03-Petite couronne;1;48;Moins de 2000 entrées;ONZE VINGT QUATORZE OU 11 X 20 + 14;SARL GPCI;E;;FIXE;NON;463.0;Zone rurale;14541106.0;20.0;242.0;1789.0;5197.0;-65.5762940158;OUI;119.0;72.0;0.0;24.8387096774;24.4086021505;50.752688172;0.0;94.0;49.2537313433;67.9569892473;48.490092,3.148397
272392.0;91;LE CYRANO;ILE-DE-FRANCE;114 AVENUE DE LA REPUBLIQUE;91421;Montgeron;03-Petite couronne;1;329;De 10 à 20 000 entrées;COMMUNAUTE D'AGGLOMERATION SENART VAL DE SEINE;;C;RDJP;FIXE;NON;23727.0;Paris;10706072.0;26.0;529.0;15081.0;44839.0;-66.3663328799;OUI;114.0;85.0;1.0;32.5739101073;56.7944773768;8.38570195843;2.24591055751;82.0;16.2412993039;10.2906693179;48.703763,2.46109
273071.0;78;JACQUES BREL;ILE-DE-FRANCE;RUE DE LA MARE AUX CARATS;78423;Montigny-le-Bretonneux;03-Petite couronne;1;282;De 5 à 10 000 entrées;VILLE DE MONTIGNY LE BRETONNEUX;;NON;;FIXE;NON;33123.0;Paris;10706072.0;29.0;215.0;5779.0;16492.0;-64.9587678875;NON;63.0;29.0;0.0;69.8314108252;23.5137533274;4.17036379769;2.48447204969;35.0;30.4761904762;32.5643300799;48.77004,2.03446
273182.0;95;CENTRE PICASSO;ILE-DE-FRANCE;RUE GUY DE MAUPASSANT;95424;Montigny-lès-Cormeilles;03-Petite couronne;1;304;De 2 à 5 000 entrées;OFFICE MUNICIPALE DE LA CULTURE (MONTIGNY);;NON;;FIXE;NON;20789.0;Paris;10706072.0;25.0;70.0;4326.0;8135.0;-46.8223724647;NON;33.0;20.0;0.0;74.6746746747;17.017017017;1.2012012012;7.10710710711;7.0;44.8275862069;62.0620620621;48.997001,2.200873
274702.0;95;L'EDEN;ILE-DE-FRANCE;5 RUE DE PONTOISE;95428;Montmorency;03-Petite couronne;2;222;De 10 à 20 000 entrées;CINELAB MONTMORENCY;;C;JPPR;FIXE;NON;21258.0;Paris;10706072.0;31.0;1194.0;15786.0;43102.0;-63.3752494084;OUI;162.0;113.0;37.0;54.3445931591;14.4890588485;15.2963671128;15.8699808795;92.0;68.9427312775;63.0337794774;48.988818,2.318091
276086.0;93;MELIES;ILE-DE-FRANCE;PLACE JEAN JAURES;93048;Montreuil;02-Grande Couronne;6;1139;De 100 à 150 000 entrées;EST ENSEMBLE;;C;RDJPPR;FIXE;NON;106691.0;Paris;10706072.0;29.0;4618.0;136278.0;365949.0;-62.7603846438;OUI;317.0;193.0;151.0;;;;;227.0;0.0;;48.862437,2.442502
276554.0;92;CINE MONTROUGE;ILE-DE-FRANCE;88 RUE RACINE;92049;Montrouge;02-Grande Couronne;1;154;De 5 à 10 000 entrées;INSTITUT DE FORMATION D ANIMATION ET DE CONSEIL;;C;JP;FIXE;NON;48991.0;Paris;10706072.0;25.0;351.0;8844.0;22303.0;-60.3461417746;OUI;75.0;57.0;0.0;63.1009615385;24.1586538462;8.75400641026;3.98637820513;44.0;43.7652811736;44.0705128205;48.813222,2.311441
283043.0;78;FREDERIC DARD CLUB A;ILE-DE-FRANCE;77 RUE PAUL DOUMER;78440;Les Mureaux;03-Petite couronne;2;360;De 10 à 20 000 entrées;ASSOCIATION DE DIFFUSION CULTURELLE DES MUREAUX;;C;JP;FIXE;NON;32048.0;Paris;10706072.0;31.0;1251.0;13181.0;41982.0;-68.6032108999;OUI;133.0;99.0;10.0;45.5954323002;46.3621533442;4.66557911909;3.37683523654;55.0;15.1277013752;12.6753670473;48.993874,1.910246
284362.0;77;LA BERGERIE;ILE-DE-FRANCE;COUR EMILE ZOLA;77327;Nangis;03-Petite couronne;1;132;De 2 à 5 000 entrées;COMMUNE DE NANGIS;;E;JPPR;FIXE;NON;8593.0;Nangis;8593.0;22.0;265.0;3498.0;11006.0;-68.2173359985;OUI;66.0;42.0;0.0;65.3988233684;27.1446162266;4.99384320701;2.46271719798;32.0;15.3947368421;17.7315638254;48.555127,3.0133
284490.0;92;LES LUMIERES;ILE-DE-FRANCE;49 RUE MAURICE THOREZ;92050;Nanterre;02-Grande Couronne;4;660;De 40 à 50 000 entrées;SOCIETE D ECO MIXTE D AMENAGEMENT GESTION DE LA VILLE DE NANTERR;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;C;RDJPPR;FIXE;NON;93742.0;Paris;10706072.0;31.0;3828.0;47768.0;136728.0;-65.0634837049;OUI;174.0;94.0;68.0;58.0014378145;31.0855499641;8.59813084112;2.3148813803;104.0;24.2268041237;29.6764917326;48.892601,2.195729
284502.0;92;CAP CINEMA NANTERRE;ILE-DE-FRANCE;200 ALLEE DE CORSE;92050;Nanterre;02-Grande Couronne;10;1525;De 5 à 10 000 entrées;CAP CINEMA NANTERRE;;NON;;FIXE;OUI;93742.0;Paris;10706072.0;23.0;6312.0;9297.0;;;NON;104.0;78.0;60.0;43.9338761035;48.9846893054;4.75146338208;2.32997120903;19.0;17.0682730924;16.1172231014;48.900167,2.21295
286831.0;77;MELIES;ILE-DE-FRANCE;9 RUE BEZOUT;77333;Nemours;03-Petite couronne;3;507;De 5 à 10 000 entrées;LES MELIES;;NON;;FIXE;NON;13358.0;Nemours;21380.0;26.0;1098.0;8467.0;38735.0;-78.1412159546;NON;85.0;47.0;18.0;59.1897067222;34.037692747;4.92155742937;1.85104310142;38.0;32.9004329004;31.4542950247;48.265654,2.695374
288024.0;93;LA FAUVETTE;ILE-DE-FRANCE;21 AV DANIEL PERDRIGE;93049;Neuilly-Plaisance;02-Grande Couronne;1;146;De 5 à 10 000 entrées;VILLE DE NEUILLY  PLAISANCE;;C;JPPR;FIXE;NON;21165.0;Paris;10706072.0;27.0;597.0;8289.0;25428.0;-67.4020764512;OUI;118.0;81.0;1.0;43.961224923;48.6468570662;6.04119572625;1.3507222845;70.0;16.8635558181;15.5193409876;48.87311,2.510505
288151.0;92;LE VILLAGE I;ILE-DE-FRANCE;4 RUE DE CHEZY;92051;Neuilly-sur-Seine;02-Grande Couronne;2;500;De 20 à 30 000 entrées;PARAFRANCE COMMUNICATION;UGC DIFFUSION;NON;;FIXE;NON;60910.0;Paris;10706072.0;31.0;1339.0;25736.0;84931.0;-69.6977546479;NON;75.0;47.0;19.0;55.606320198;24.6335427375;11.8789263278;7.88121073672;38.0;35.4304635762;37.7498572244;48.885364,2.268222
291891.0;94;ROYAL PALACE;ILE-DE-FRANCE;165 GRANDE RUE CHARLES DE GAULLE;94052;Nogent-sur-Marne;02-Grande Couronne;6;815;De 50 à 80 000 entrées;UGC;SAS AGORA CINEMAS;C;RDJP;FIXE;NON;31550.0;Paris;10706072.0;31.0;5317.0;75389.0;228152.0;-66.9566780041;OUI;203.0;143.0;112.0;33.6690320749;53.7547544706;10.1175134828;2.45869997162;109.0;21.9158641662;15.7558898666;48.838331,2.489437
292341.0;77;LA FERME DU BUISSON;ILE-DE-FRANCE;ALLEE DE LA FERME;77337;Noisiel;03-Petite couronne;2;386;De 20 à 30 000 entrées;LA FERME DU BUISSON;;C;RDJPPR;FIXE;NON;15627.0;Paris;10706072.0;30.0;1484.0;22615.0;30950.0;-26.9305331179;OUI;148.0;96.0;13.0;94.2307692308;0.0;5.76923076923;0.0;103.0;0.0;0.0;48.84468,2.624254
292374.0;93;UGC CINE CITE;ILE-DE-FRANCE;CENTRE COMMERCIAL LES ARCADES;93051;Noisy-le-Grand;02-Grande Couronne;10;1797;De 100 à 150 000 entrées;UGC SAS;UGC DIFFUSION;NON;;FIXE;OUI;66213.0;Paris;10706072.0;31.0;8979.0;125161.0;455436.0;-72.5184219078;NON;194.0;99.0;99.0;68.5485246461;23.6227187447;4.36636534198;3.46239126727;79.0;37.106918239;48.507589971;48.840097,2.547002
292377.0;93;LE BIJOU;ILE-DE-FRANCE;PLACE DE LA LIBERATION;93051;Noisy-le-Grand;02-Grande Couronne;3;416;De 40 à 50 000 entrées;COMMUNE DE NOISY LE GRAND;;C;RDJPPR;FIXE;NON;66213.0;Paris;10706072.0;30.0;2661.0;47265.0;125947.0;-62.4723097811;OUI;164.0;81.0;43.0;58.0810965163;29.0650240679;6.1801419597;6.67373745615;116.0;32.9442970822;28.6815697153;48.849023,2.552482
298964.0;94;SALLE ARAGON;ILE-DE-FRANCE;1 PLACE DU FER A CHEVAL;94054;Orly;02-Grande Couronne;1;388;De 5 à 10 000 entrées;VILLE D'ORLY;;NON;;FIXE;NON;23272.0;Paris;10706072.0;29.0;275.0;7287.0;18137.0;-59.8224623697;NON;92.0;56.0;0.0;80.3779069767;18.1686046512;1.45348837209;0.0;42.0;12.5;16.2790697674;48.742445,2.395558
299122.0;94;CENTRE CULTUREL  ORMESSON;ILE-DE-FRANCE;22 AV WLADIMIR D ORMESSON;94055;Ormesson-sur-Marne;02-Grande Couronne;1;358;Moins de 2000 entrées;VILLE D'ORMESSON SUR MARNE;;NON;;FIXE;NON;10161.0;Paris;10706072.0;7.0;24.0;1951.0;6302.0;-69.0415741035;NON;12.0;0.0;0.0;67.6211453744;24.5374449339;5.2422907489;2.59911894273;8.0;36.0946745562;35.7268722467;48.786098,2.544935
